SKU;Product;Standard Cost;Color;List Price;Model;Subcategory;Category
FR-R92B-52;HL Road Frame - Black, 52; $868,63 ;Black; $1.431,50 ;HL Road Frame;Road Frames;Components
SH-M897-S;Men's Sports Shorts, S; $24,75 ;Black; $59,99 ;Men's Sports Shorts;Shorts;Clothing
PA-T100;Touring-Panniers, Large; $51,56 ;Grey; $125,00 ;Touring-Panniers;Panniers;Accessories
LO-C100;Cable Lock; $10,31 ;NA; $25,00 ;Cable Lock;Locks;Accessories
PU-0452;Minipump; $8,25 ;NA; $19,99 ;Minipump;Pumps;Accessories
PU-M044;Mountain Pump; $10,31 ;NA; $24,99 ;Mountain Pump;Pumps;Accessories
LT-T990;Taillights - Battery-Powered; $5,77 ;NA; $13,99 ;Taillight;Lights;Accessories
LT-H902;Headlights - Dual-Beam; $14,43 ;NA; $34,99 ;Headlights - Dual-Beam;Lights;Accessories
LT-H903;Headlights - Weatherproof; $18,56 ;NA; $44,99 ;Headlights - Weatherproof;Lights;Accessories
SH-M897-M;Men's Sports Shorts, M; $24,75 ;Black; $59,99 ;Men's Sports Shorts;Shorts;Clothing
SH-M897-L;Men's Sports Shorts, L; $24,75 ;Black; $59,99 ;Men's Sports Shorts;Shorts;Clothing
SH-M897-X;Men's Sports Shorts, XL; $24,75 ;Black; $59,99 ;Men's Sports Shorts;Shorts;Clothing
TG-W091-S;Women's Tights, S; $30,93 ;Black; $74,99 ;Women's Tights;Tights;Clothing
TG-W091-M;Women's Tights, M; $30,93 ;Black; $74,99 ;Women's Tights;Tights;Clothing
TG-W091-L;Women's Tights, L; $30,93 ;Black; $74,99 ;Women's Tights;Tights;Clothing
SB-M891-S;Men's Bib-Shorts, S; $37,12 ;Multi; $89,99 ;Men's Bib-Shorts;Bib-Shorts;Clothing
SB-M891-M;Men's Bib-Shorts, M; $37,12 ;Multi; $89,99 ;Men's Bib-Shorts;Bib-Shorts;Clothing
SB-M891-L;Men's Bib-Shorts, L; $37,12 ;Multi; $89,99 ;Men's Bib-Shorts;Bib-Shorts;Clothing
GL-H102-S;Half-Finger Gloves, S; $9,71 ;Black; $23,55 ;Half-Finger Gloves;Gloves;Clothing
GL-H102-S;Half-Finger Gloves, S; $9,16 ;Black; $24,49 ;Half-Finger Gloves;Gloves;Clothing
GL-H102-M;Half-Finger Gloves, M; $9,71 ;Black; $23,55 ;Half-Finger Gloves;Gloves;Clothing
GL-H102-M;Half-Finger Gloves, M; $9,16 ;Black; $24,49 ;Half-Finger Gloves;Gloves;Clothing
GL-H102-L;Half-Finger Gloves, L; $9,71 ;Black; $23,55 ;Half-Finger Gloves;Gloves;Clothing
GL-H102-L;Half-Finger Gloves, L; $9,16 ;Black; $24,49 ;Half-Finger Gloves;Gloves;Clothing
GL-F110-S;Full-Finger Gloves, S; $15,67 ;Black; $37,99 ;Full-Finger Gloves;Gloves;Clothing
GL-F110-M;Full-Finger Gloves, M; $15,67 ;Black; $37,99 ;Full-Finger Gloves;Gloves;Clothing
GL-F110-L;Full-Finger Gloves, L; $15,67 ;Black; $37,99 ;Full-Finger Gloves;Gloves;Clothing
VE-C304-S;Classic Vest, S; $23,75 ;Blue; $63,50 ;Classic Vest;Vests;Clothing
VE-C304-M;Classic Vest, M; $23,75 ;Blue; $63,50 ;Classic Vest;Vests;Clothing
VE-C304-L;Classic Vest, L; $23,75 ;Blue; $63,50 ;Classic Vest;Vests;Clothing
SH-W890-S;Women's Mountain Shorts, S; $26,18 ;Black; $69,99 ;Women's Mountain Shorts;Shorts;Clothing
SH-W890-M;Women's Mountain Shorts, M; $26,18 ;Black; $69,99 ;Women's Mountain Shorts;Shorts;Clothing
SH-W890-L;Women's Mountain Shorts, L; $26,18 ;Black; $69,99 ;Women's Mountain Shorts;Shorts;Clothing
WB-H098;Water Bottle - 30 oz.; $1,87 ;NA; $4,99 ;Water Bottle;Bottles and Cages;Accessories
BC-M005;Mountain Bottle Cage; $3,74 ;NA; $9,99 ;Mountain Bottle Cage;Bottles and Cages;Accessories
BC-R205;Road Bottle Cage; $3,36 ;NA; $8,99 ;Road Bottle Cage;Bottles and Cages;Accessories
PK-7098;Patch Kit/8 Patches; $0,86 ;NA; $2,29 ;Patch kit;Tires and Tubes;Accessories
SO-R809-M;Racing Socks, M; $3,36 ;White; $8,99 ;Racing Socks;Socks;Clothing
SO-R809-L;Racing Socks, L; $3,36 ;White; $8,99 ;Racing Socks;Socks;Clothing
RA-H123;Hitch Rack - 4-Bike; $44,88 ;NA; $120,00 ;Hitch Rack - 4-Bike;Bike Racks;Accessories
CL-9009;Bike Wash - Dissolver; $2,97 ;NA; $7,95 ;Bike Wash;Cleaners;Accessories
FE-6654;Fender Set - Mountain; $8,22 ;NA; $21,98 ;Fender Set - Mountain;Fenders;Accessories
ST-1401;All-Purpose Bike Stand; $59,47 ;NA; $159,00 ;All-Purpose Bike Stand;Bike Stands;Accessories
HY-1023-70;Hydration Pack - 70 oz.; $20,57 ;Silver; $54,99 ;Hydration Pack;Hydration Packs;Accessories
SJ-0194-S;Short-Sleeve Classic Jersey, S; $41,57 ;Yellow; $53,99 ;Short-Sleeve Classic Jersey;Jerseys;Clothing
SJ-0194-M;Short-Sleeve Classic Jersey, M; $41,57 ;Yellow; $53,99 ;Short-Sleeve Classic Jersey;Jerseys;Clothing
SJ-0194-L;Short-Sleeve Classic Jersey, L; $41,57 ;Yellow; $53,99 ;Short-Sleeve Classic Jersey;Jerseys;Clothing
SJ-0194-X;Short-Sleeve Classic Jersey, XL; $41,57 ;Yellow; $53,99 ;Short-Sleeve Classic Jersey;Jerseys;Clothing
FR-T98Y-60;HL Touring Frame - Yellow, 60; $601,74 ;Yellow; $1.003,91 ;HL Touring Frame;Touring Frames;Components
FR-T67Y-62;LL Touring Frame - Yellow, 62; $199,85 ;Yellow; $333,42 ;LL Touring Frame;Touring Frames;Components
FR-T98Y-46;HL Touring Frame - Yellow, 46; $601,74 ;Yellow; $1.003,91 ;HL Touring Frame;Touring Frames;Components
FR-T98Y-50;HL Touring Frame - Yellow, 50; $601,74 ;Yellow; $1.003,91 ;HL Touring Frame;Touring Frames;Components
FR-T98Y-54;HL Touring Frame - Yellow, 54; $601,74 ;Yellow; $1.003,91 ;HL Touring Frame;Touring Frames;Components
FR-T98U-46;HL Touring Frame - Blue, 46; $601,74 ;Blue; $1.003,91 ;HL Touring Frame;Touring Frames;Components
FR-T98U-50;HL Touring Frame - Blue, 50; $601,74 ;Blue; $1.003,91 ;HL Touring Frame;Touring Frames;Components
FR-T98U-54;HL Touring Frame - Blue, 54; $601,74 ;Blue; $1.003,91 ;HL Touring Frame;Touring Frames;Components
FR-T98U-60;HL Touring Frame - Blue, 60; $601,74 ;Blue; $1.003,91 ;HL Touring Frame;Touring Frames;Components
RD-2308;Rear Derailleur; $53,93 ;Silver; $121,46 ;Rear Derailleur;Derailleurs;Components
FR-T67U-50;LL Touring Frame - Blue, 50; $199,85 ;Blue; $333,42 ;LL Touring Frame;Touring Frames;Components
FR-T67U-54;LL Touring Frame - Blue, 54; $199,85 ;Blue; $333,42 ;LL Touring Frame;Touring Frames;Components
FR-T67U-58;LL Touring Frame - Blue, 58; $199,85 ;Blue; $333,42 ;LL Touring Frame;Touring Frames;Components
FR-T67U-62;LL Touring Frame - Blue, 62; $199,85 ;Blue; $333,42 ;LL Touring Frame;Touring Frames;Components
FR-T67Y-44;LL Touring Frame - Yellow, 44; $199,85 ;Yellow; $333,42 ;LL Touring Frame;Touring Frames;Components
FR-T67Y-50;LL Touring Frame - Yellow, 50; $199,85 ;Yellow; $333,42 ;LL Touring Frame;Touring Frames;Components
FR-T67Y-54;LL Touring Frame - Yellow, 54; $199,85 ;Yellow; $333,42 ;LL Touring Frame;Touring Frames;Components
FR-T67Y-58;LL Touring Frame - Yellow, 58; $199,85 ;Yellow; $333,42 ;LL Touring Frame;Touring Frames;Components
FR-T67U-44;LL Touring Frame - Blue, 44; $199,85 ;Blue; $333,42 ;LL Touring Frame;Touring Frames;Components
FR-M63S-40;ML Mountain Frame-W - Silver, 40; $199,38 ;Silver; $364,09 ;ML Mountain Frame-W;Mountain Frames;Components
FR-M63S-42;ML Mountain Frame-W - Silver, 42; $199,38 ;Silver; $364,09 ;ML Mountain Frame-W;Mountain Frames;Components
FR-M63S-46;ML Mountain Frame-W - Silver, 46; $199,38 ;Silver; $364,09 ;ML Mountain Frame-W;Mountain Frames;Components
RB-9231;Rear Brakes; $47,29 ;Silver; $106,50 ;Rear Brakes;Brakes;Components
SE-M236;LL Mountain Seat/Saddle; $12,04 ;NA; $27,12 ;LL Mountain Seat/Saddle 2;Saddles;Components
SE-M798;ML Mountain Seat/Saddle; $17,38 ;NA; $39,14 ;ML Mountain Seat/Saddle 2;Saddles;Components
SE-M940;HL Mountain Seat/Saddle; $23,37 ;NA; $52,64 ;HL Mountain Seat/Saddle 2;Saddles;Components
SE-R581;LL Road Seat/Saddle; $12,04 ;NA; $27,12 ;LL Road Seat/Saddle 1;Saddles;Components
SE-R908;ML Road Seat/Saddle; $17,38 ;NA; $39,14 ;ML Road Seat/Saddle 2;Saddles;Components
SE-R995;HL Road Seat/Saddle; $23,37 ;NA; $52,64 ;HL Road Seat/Saddle 2;Saddles;Components
SE-T312;LL Touring Seat/Saddle; $12,04 ;NA; $27,12 ;LL Touring Seat/Saddle;Saddles;Components
SE-T762;ML Touring Seat/Saddle; $17,38 ;NA; $39,14 ;ML Touring Seat/Saddle;Saddles;Components
SE-T924;HL Touring Seat/Saddle; $23,37 ;NA; $52,64 ;HL Touring Seat/Saddle;Saddles;Components
FR-M21S-42;LL Mountain Frame - Silver, 42; $144,59 ;Silver; $264,05 ;LL Mountain Frame;Mountain Frames;Components
FR-M21S-44;LL Mountain Frame - Silver, 44; $144,59 ;Silver; $264,05 ;LL Mountain Frame;Mountain Frames;Components
FR-M21S-48;LL Mountain Frame - Silver, 48; $144,59 ;Silver; $264,05 ;LL Mountain Frame;Mountain Frames;Components
FR-M21S-52;LL Mountain Frame - Silver, 52; $144,59 ;Silver; $264,05 ;LL Mountain Frame;Mountain Frames;Components
TT-M928;Mountain Tire Tube; $1,87 ;NA; $4,99 ;Mountain Tire Tube;Tires and Tubes;Accessories
TT-R982;Road Tire Tube; $1,49 ;NA; $3,99 ;Road Tire Tube;Tires and Tubes;Accessories
TT-T092;Touring Tire Tube; $1,87 ;NA; $4,99 ;Touring Tire Tube;Tires and Tubes;Accessories
FR-M21B-42;LL Mountain Frame - Black, 42; $136,79 ;Black; $249,79 ;LL Mountain Frame;Mountain Frames;Components
FR-M21B-44;LL Mountain Frame - Black, 44; $136,79 ;Black; $249,79 ;LL Mountain Frame;Mountain Frames;Components
FR-M21B-48;LL Mountain Frame - Black, 48; $136,79 ;Black; $249,79 ;LL Mountain Frame;Mountain Frames;Components
FR-M21B-52;LL Mountain Frame - Black, 52; $136,79 ;Black; $249,79 ;LL Mountain Frame;Mountain Frames;Components
TI-M267;LL Mountain Tire; $9,35 ;NA; $24,99 ;LL Mountain Tire;Tires and Tubes;Accessories
TI-M602;ML Mountain Tire; $11,22 ;NA; $29,99 ;ML Mountain Tire;Tires and Tubes;Accessories
TI-M823;HL Mountain Tire; $13,09 ;NA; $35,00 ;HL Mountain Tire;Tires and Tubes;Accessories
TI-R092;LL Road Tire; $8,04 ;NA; $21,49 ;LL Road Tire;Tires and Tubes;Accessories
TI-R628;ML Road Tire; $9,35 ;NA; $24,99 ;ML Road Tire;Tires and Tubes;Accessories
TI-R982;HL Road Tire; $12,19 ;NA; $32,60 ;HL Road Tire;Tires and Tubes;Accessories
TI-T723;Touring Tire; $10,84 ;NA; $28,99 ;Touring Tire;Tires and Tubes;Accessories
PD-M282;LL Mountain Pedal; $17,98 ;Silver/Black; $40,49 ;LL Mountain Pedal;Pedals;Components
PD-M340;ML Mountain Pedal; $27,57 ;Silver/Black; $62,09 ;ML Mountain Pedal;Pedals;Components
PD-M562;HL Mountain Pedal; $35,96 ;Silver/Black; $80,99 ;HL Mountain Pedal;Pedals;Components
PD-R347;LL Road Pedal; $17,98 ;Silver/Black; $40,49 ;LL Road Pedal;Pedals;Components
PD-R563;ML Road Pedal; $27,57 ;Silver/Black; $62,09 ;ML Road Pedal;Pedals;Components
PD-R853;HL Road Pedal; $35,96 ;Silver/Black; $80,99 ;HL Road Pedal;Pedals;Components
PD-T852;Touring Pedal; $35,96 ;Silver/Black; $80,99 ;Touring Pedal;Pedals;Components
FR-M63S-38;ML Mountain Frame-W - Silver, 38; $199,38 ;Silver; $364,09 ;ML Mountain Frame-W;Mountain Frames;Components
FR-M21B-40;LL Mountain Frame - Black, 40; $136,79 ;Black; $249,79 ;LL Mountain Frame;Mountain Frames;Components
FR-M21S-40;LL Mountain Frame - Silver, 40; $144,59 ;Silver; $264,05 ;LL Mountain Frame;Mountain Frames;Components
FD-2342;Front Derailleur; $40,62 ;Silver; $91,49 ;Front Derailleur;Derailleurs;Components
HB-T721;LL Touring Handlebars; $20,46 ;NA; $46,09 ;LL Touring Handlebars;Handlebars;Components
HB-T928;HL Touring Handlebars; $40,66 ;NA; $91,57 ;HL Touring Handlebars;Handlebars;Components
FB-9873;Front Brakes; $47,29 ;Silver; $106,50 ;Front Brakes;Brakes;Components
CS-4759;LL Crankset; $77,92 ;Black; $175,49 ;LL Crankset;Cranksets;Components
CS-6583;ML Crankset; $113,88 ;Black; $256,49 ;ML Crankset;Cranksets;Components
CS-9183;HL Crankset; $179,82 ;Black; $404,99 ;HL Crankset;Cranksets;Components
CH-0234;Chain; $8,99 ;Silver; $20,24 ;Chain;Chains;Components
BK-T44U-60;Touring-2000 Blue, 60; $755,15 ;Blue; $1.214,85 ;Touring-2000;Touring Bikes;Bikes
BK-T79Y-46;Touring-1000 Yellow, 46; $1.481,94 ;Yellow; $2.384,07 ;Touring-1000;Touring Bikes;Bikes
BK-T79Y-50;Touring-1000 Yellow, 50; $1.481,94 ;Yellow; $2.384,07 ;Touring-1000;Touring Bikes;Bikes
BK-T79Y-54;Touring-1000 Yellow, 54; $1.481,94 ;Yellow; $2.384,07 ;Touring-1000;Touring Bikes;Bikes
BK-T79Y-60;Touring-1000 Yellow, 60; $1.481,94 ;Yellow; $2.384,07 ;Touring-1000;Touring Bikes;Bikes
BK-T18U-54;Touring-3000 Blue, 54; $461,44 ;Blue; $742,35 ;Touring-3000;Touring Bikes;Bikes
BK-T18U-58;Touring-3000 Blue, 58; $461,44 ;Blue; $742,35 ;Touring-3000;Touring Bikes;Bikes
BK-T18U-62;Touring-3000 Blue, 62; $461,44 ;Blue; $742,35 ;Touring-3000;Touring Bikes;Bikes
BK-T18Y-44;Touring-3000 Yellow, 44; $461,44 ;Yellow; $742,35 ;Touring-3000;Touring Bikes;Bikes
BK-T18Y-50;Touring-3000 Yellow, 50; $461,44 ;Yellow; $742,35 ;Touring-3000;Touring Bikes;Bikes
BK-T18Y-54;Touring-3000 Yellow, 54; $461,44 ;Yellow; $742,35 ;Touring-3000;Touring Bikes;Bikes
BK-T18Y-58;Touring-3000 Yellow, 58; $461,44 ;Yellow; $742,35 ;Touring-3000;Touring Bikes;Bikes
BK-T18Y-62;Touring-3000 Yellow, 62; $461,44 ;Yellow; $742,35 ;Touring-3000;Touring Bikes;Bikes
BK-T79U-46;Touring-1000 Blue, 46; $1.481,94 ;Blue; $2.384,07 ;Touring-1000;Touring Bikes;Bikes
BK-T79U-50;Touring-1000 Blue, 50; $1.481,94 ;Blue; $2.384,07 ;Touring-1000;Touring Bikes;Bikes
BK-T79U-54;Touring-1000 Blue, 54; $1.481,94 ;Blue; $2.384,07 ;Touring-1000;Touring Bikes;Bikes
BK-T79U-60;Touring-1000 Blue, 60; $1.481,94 ;Blue; $2.384,07 ;Touring-1000;Touring Bikes;Bikes
BK-T44U-46;Touring-2000 Blue, 46; $755,15 ;Blue; $1.214,85 ;Touring-2000;Touring Bikes;Bikes
BK-T44U-50;Touring-2000 Blue, 50; $755,15 ;Blue; $1.214,85 ;Touring-2000;Touring Bikes;Bikes
BK-T44U-54;Touring-2000 Blue, 54; $755,15 ;Blue; $1.214,85 ;Touring-2000;Touring Bikes;Bikes
BK-R79Y-40;Road-350-W Yellow, 40; $1.082,51 ;Yellow; $1.700,99 ;Road-350-W;Road Bikes;Bikes
BK-R79Y-42;Road-350-W Yellow, 42; $1.082,51 ;Yellow; $1.700,99 ;Road-350-W;Road Bikes;Bikes
BK-R79Y-44;Road-350-W Yellow, 44; $1.082,51 ;Yellow; $1.700,99 ;Road-350-W;Road Bikes;Bikes
BK-R79Y-48;Road-350-W Yellow, 48; $1.082,51 ;Yellow; $1.700,99 ;Road-350-W;Road Bikes;Bikes
BK-R19B-58;Road-750 Black, 58; $343,65 ;Black; $539,99 ;Road-750;Road Bikes;Bikes
BK-T18U-44;Touring-3000 Blue, 44; $461,44 ;Blue; $742,35 ;Touring-3000;Touring Bikes;Bikes
BK-T18U-50;Touring-3000 Blue, 50; $461,44 ;Blue; $742,35 ;Touring-3000;Touring Bikes;Bikes
BK-M38S-38;Mountain-400-W Silver, 38; $419,78 ;Silver; $769,49 ;Mountain-400-W;Mountain Bikes;Bikes
BK-M38S-40;Mountain-400-W Silver, 40; $419,78 ;Silver; $769,49 ;Mountain-400-W;Mountain Bikes;Bikes
BK-M38S-42;Mountain-400-W Silver, 42; $419,78 ;Silver; $769,49 ;Mountain-400-W;Mountain Bikes;Bikes
BK-M38S-46;Mountain-400-W Silver, 46; $419,78 ;Silver; $769,49 ;Mountain-400-W;Mountain Bikes;Bikes
BK-M18S-40;Mountain-500 Silver, 40; $308,22 ;Silver; $564,99 ;Mountain-500;Mountain Bikes;Bikes
BK-M18S-42;Mountain-500 Silver, 42; $308,22 ;Silver; $564,99 ;Mountain-500;Mountain Bikes;Bikes
BK-M18S-44;Mountain-500 Silver, 44; $308,22 ;Silver; $564,99 ;Mountain-500;Mountain Bikes;Bikes
BK-M18S-48;Mountain-500 Silver, 48; $308,22 ;Silver; $564,99 ;Mountain-500;Mountain Bikes;Bikes
BK-M18S-52;Mountain-500 Silver, 52; $308,22 ;Silver; $564,99 ;Mountain-500;Mountain Bikes;Bikes
BK-M18B-40;Mountain-500 Black, 40; $294,58 ;Black; $539,99 ;Mountain-500;Mountain Bikes;Bikes
BK-M18B-42;Mountain-500 Black, 42; $294,58 ;Black; $539,99 ;Mountain-500;Mountain Bikes;Bikes
BK-M18B-44;Mountain-500 Black, 44; $294,58 ;Black; $539,99 ;Mountain-500;Mountain Bikes;Bikes
BK-M18B-48;Mountain-500 Black, 48; $294,58 ;Black; $539,99 ;Mountain-500;Mountain Bikes;Bikes
BK-M18B-52;Mountain-500 Black, 52; $294,58 ;Black; $539,99 ;Mountain-500;Mountain Bikes;Bikes
BB-7421;LL Bottom Bracket; $23,97 ;NA; $53,99 ;LL Bottom Bracket;Bottom Brackets;Components
BB-8107;ML Bottom Bracket; $44,95 ;NA; $101,24 ;ML Bottom Bracket;Bottom Brackets;Components
BB-9108;HL Bottom Bracket; $53,94 ;NA; $121,49 ;HL Bottom Bracket;Bottom Brackets;Components
BK-R19B-44;Road-750 Black, 44; $343,65 ;Black; $539,99 ;Road-750;Road Bikes;Bikes
BK-R19B-48;Road-750 Black, 48; $343,65 ;Black; $539,99 ;Road-750;Road Bikes;Bikes
BK-R19B-52;Road-750 Black, 52; $343,65 ;Black; $539,99 ;Road-750;Road Bikes;Bikes
